47.8517393,16.5257344
47.8020988,16.6892859
47.946403,16.7325421
47.896011,16.6382186
47.8332622,16.478987
47.882029,16.4579298
47.7543798,16.5498159
47.9155128,16.5064758
47.7685467,16.6762412
47.8388081,16.4616427
47.8580157,16.3794134
47.8469503,16.6948059
47.8324721,16.6215816
47.9068118,16.7021786
47.7988895,16.6086007
47.864345,16.6120401
47.7711592,16.5562668
47.8429096,16.4133012
47.8196829,16.5709735
47.9214908,16.4312723
47.7994848,16.501746
47.8129903,16.4098594
47.1422361,16.177201
47.1465296,16.1112408
47.1162254,16.4566298
47.0651913,16.2589479
47.0428789,16.3434577
47.1596338,16.2884341
47.0426562,16.4131127
47.0763689,16.1819015
47.1870065,16.2464257
47.1870657,16.2115245
47.1852867,16.1546395
47.1241909,16.2655661
47.1982382,16.1342504
47.1742372,16.0924534
47.216746,16.0752165
47.1059268,16.1155603
47.0321057,16.2117834
46.9915388,16.2506922
46.9438474,16.1327016
46.8777071,16.0736716
46.9584957,16.2036263
46.8593282,16.0285527
47.0487653,16.1310951
46.9105516,16.1194277
47.0137427,16.1663404
47.7360336,16.485395
47.7142643,16.3231362
47.7860716,16.4542731
47.702793,16.4016284
47.7252514,16.3864626
47.789071,16.296051
47.7623739,16.4440289
47.7981728,16.3725902
47.6989555,16.4277976
47.7777241,16.339172
47.7098683,16.491207
47.6543463,16.3872026
47.7756838,16.3877965
47.7404243,16.317216
47.7715283,16.4851122
47.7811657,16.4195345
47.7781151,17.0403363
47.7263473,16.8226176
48.0188206,16.7699025
48.0079771,17.1107482
47.8314154,16.9223162
48.0241634,17.0046545
47.9123319,16.9360324
47.8630853,16.9924451
47.7826881,16.7850979
47.9492211,16.792613
48.0838013,17.0486486
47.8710986,16.939649
47.9469319,16.841695
47.944811,17.0572102
48.0444532,17.03891
47.7144564,16.9014345
47.9842388,16.8644193
47.8458291,16.8378037
47.7842959,16.9278633
47.7621629,16.9881233
47.7250456,16.9653561
47.9186532,16.8605333
47.955162,16.7529801
